vru+line,call_id,customer_id,priority,type,date,vru_entry,vru_exit,vru_time,q_start,q_exit,q_time,outcome,ser_start,ser_exit,ser_time,server
AA0101,38291,30663462,2,PS,990408,36200,36205,5,36205,36410,205.0,AGENT,36410,37209,799,STEREN
AA0101,38292,78191137,2,PS,990408,36682,36688,6,36688,36700,12.0,AGENT,36699,37864,1165,ROTH
AA0101,38293,24954984,1,PS,990408,37079,37084,5,37084,37251,167.0,AGENT,37251,37703,452,STEREN
AA0101,38294,0,0,NW,990408,37629,37638,9,37638,37881,243.0,AGENT,37880,37938,58,ROTH
AA0101,38295,29537602,1,PS,990408,38058,38064,6,38064,38265,201.0,AGENT,38264,38362,98,YIFAT
AA0101,38296,68509728,2,PS,990408,38549,38554,5,38554,38564,10.0,AGENT,38563,38629,66,STEREN
AA0101,38297,6420236,2,PS,990408,38800,38805,5,38805,39127,322.0,AGENT,39126,39962,836,MORIAH
AA0101,38298,8258329,2,NE,990408,39403,39409,6,39409,39692,283.0,AGENT,39691,39948,257,KAZAV
AA0101,38299,0,0,NW,990408,39847,39856,9,39856,39881,25.0,HANG,0,0,0,NO_SERVER
AA0101,38300,41546904,2,PS,990408,39974,39980,6,39980,39997,17.0,HANG,0,0,0,NO_SERVER
AA0101,38301,41546904,2,PS,990408,40209,40214,5,40214,40226,12.0,HANG,0,0,0,NO_SERVER
AA0101,38302,33230111,2,PS,990408,40332,40337,5,40337,40558,221.0,HANG,0,0,0,NO_SERVER
AA0101,38303,31390545,1,PS,990408,40594,40600,6,40600,40629,29.0,HANG,0,0,0,NO_SERVER
AA0101,38304,59270009,2,PS,990408,40701,40707,6,40707,40754,47.0,HANG,0,0,0,NO_SERVER
AA0101,38305,58704610,2,PS,990408,40877,40882,5,40882,41028,146.0,AGENT,41027,41388,361,STEREN
AA0101,38306,42549683,2,PS,990408,41213,41218,5,41218,41227,9.0,HANG,0,0,0,NO_SERVER
AA0101,38307,34216010,1,PS,990408,41325,41330,5,41330,41548,218.0,AGENT,41547,41585,38,TOVA
AA0101,38308,24393902,2,PS,990408,41628,41633,5,41633,41644,11.0,AGENT,41643,41647,4,MORIAH
AA0101,38309,3374691,2,PS,990408,41761,41766,5,41766,41961,195.0,AGENT,41961,42023,62,TOVA
AA0101,38310,59618835,1,PS,990408,42131,42137,6,42137,42446,309.0,AGENT,42446,42449,3,TOVA
AA0101,38311,68119767,2,PS,990408,42605,42610,5,42610,42674,64.0,AGENT,42673,43159,486,TOVA
AA0101,38312,55343784,2,PS,990408,42876,42881,5,42881,43186,305.0,HANG,0,0,0,NO_SERVER
AA0101,38313,50888668,1,PS,990408,43250,43256,6,43256,43494,238.0,AGENT,43491,44759,1268,KAZAV
AA0101,38315,0,0,NW,990408,44589,44598,9,44598,44613,15.0,HANG,0,0,0,NO_SERVER
AA0101,38317,15239874,2,PS,990408,45212,45218,6,45218,45284,66.0,AGENT,45283,45377,94,DARMON
AA0101,38320,54128681,2,PS,990408,45734,45739,5,45739,45950,211.0,HANG,0,0,0,NO_SERVER
AA0101,38321,41435991,2,PS,990408,46085,46090,5,46090,46345,255.0,AGENT,46345,47205,860,STEREN
AA0101,38322,51964856,2,PS,990408,46530,46535,5,46535,46794,259.0,AGENT,46792,46882,90,MORIAH
AA0101,38650,32063703,1,PS,990415,41652,41658,6,41658,41986,328.0,HANG,41987,42001,14,NO_SERVER
AA0101,38651,56733876,2,PS,990415,42707,42713,6,42713,42883,170.0,AGENT,42882,43549,667,ROTH
AA0101,38652,312822711,1,PS,990415,43597,43602,5,43602,43643,41.0,AGENT,43643,43652,9,STEREN
AA0101,38653,57831356,2,NE,990415,44429,44435,6,44435,44450,15.0,AGENT,44449,44577,128,ELI
AA0101,38654,302424502,1,PE,990415,45207,45212,5,45212,45373,161.0,AGENT,45372,45779,407,MIKI
AA0101,38792,45447547,2,NE,990419,36518,36524,6,36524,36580,56.0,AGENT,36580,37127,547,ZOHARI
AA0101,38795,56078892,2,PS,990419,38006,37952,-54,37952,38064,112.0,AGENT,38063,38775,712,ROTH
AA0101,38796,551507,2,PS,990419,38680,38686,6,38686,38721,35.0,AGENT,38720,39104,384,DORIT
AA0101,38797,7191646,2,NE,990419,39153,39158,5,39158,39411,253.0,AGENT,39410,40054,644,ZOHARI
AA0101,38798,56183882,1,PS,990419,39926,39932,6,39932,40044,112.0,AGENT,40044,40203,159,STEREN
AA0101,39036,45447547,2,PS,990426,36526,36531,5,36531,36617,86.0,AGENT,36590,36879,289,ZOHARI
AA0101,39037,57425118,2,NE,990426,37303,37308,5,37308,37388,80.0,AGENT,37388,37446,58,GILI
AA0101,39038,0,0,NW,990426,37988,37997,9,37997,38048,51.0,AGENT,38047,38103,56,YIFAT
AA0101,39039,176156,2,PS,990426,38718,38724,6,38724,38888,164.0,AGENT,38887,39085,198,YIFAT
AA0101,39041,3171675,2,PS,990426,40226,40231,5,40231,40284,53.0,AGENT,40282,40435,153,AVNI
AA0101,39042,23895501,2,PS,990426,40585,40590,5,40590,40606,16.0,HANG,0,0,0,NO_SERVER
AA0101,39048,4312914,2,PS,990426,44771,44776,5,44776,44853,77.0,AGENT,44853,44913,60,YIFAT
AA0101,39085,0,0,NW,990427,40094,40104,10,40104,40111,7.0,HANG,0,0,0,NO_SERVER
AA0101,39087,52146842,2,PS,990427,41306,41312,6,41312,41319,7.0,AGENT,41318,41454,136,AVI
AA0101,39088,24004889,2,PS,990427,41921,41927,6,41927,41939,12.0,AGENT,41938,42025,87,DARMON
AA0101,39090,58704610,2,PS,990427,43303,43309,6,43309,43410,101.0,HANG,0,0,0,NO_SERVER
AA0101,39091,31799802,2,PS,990427,44161,44166,5,44166,44226,60.0,HANG,0,0,0,NO_SERVER
AA0101,39092,0,0,NW,990427,44526,44536,10,44536,44860,324.0,AGENT,44846,45361,515,STEREN
AA0101,39093,58704610,2,PS,990427,45339,45344,5,45344,45485,141.0,AGENT,45485,45809,324,AVNI
AA0101,39095,69434421,1,PS,990427,46572,46580,8,46580,46699,119.0,AGENT,46580,46764,184,ROTH
AA0101,39145,27244995,2,PS,990428,36004,36010,6,36010,36064,54.0,AGENT,0,0,0,KAZAV
AA0101,39146,45447547,2,PS,990428,36603,36608,5,36608,36710,102.0,AGENT,36710,36710,0,MIKI
AA0101,39147,28625531,2,PS,990428,37005,37010,5,37010,37307,297.0,AGENT,37306,37418,112,ZOHARI
AA0101,39149,57267403,1,PS,990428,38222,38227,5,38227,38306,79.0,HANG,0,0,0,NO_SERVER
AA0101,39150,55041289,2,PS,990428,38667,38673,6,38673,38795,122.0,HANG,0,0,0,NO_SERVER
AA0101,39151,0,0,NW,990428,39213,39222,9,39222,39246,24.0,HANG,0,0,0,NO_SERVER
AA0101,39152,12543039,1,PS,990428,39643,39649,6,39649,39685,36.0,HANG,0,0,0,NO_SERVER
AA0101,39155,64185333,2,NE,990428,40655,40661,6,40661,41041,380.0,AGENT,41040,41082,42,KAZAV
AA0101,39156,0,0,NW,990428,41495,41504,9,41504,42052,548.0,HANG,0,0,0,NO_SERVER
AA0102,33833,42477224,2,PS,990408,36306,36312,6,36312,36434,122.0,AGENT,36434,36636,202,KAZAV
AA0102,33834,0,0,NW,990408,36760,36770,10,36770,36875,105.0,HANG,0,0,0,NO_SERVER
AA0102,33835,55653984,1,PS,990408,37135,37140,5,37140,37556,416.0,AGENT,37556,37735,179,DARMON
AA0102,33836,60280260,2,NE,990408,37724,37730,6,37730,37905,175.0,AGENT,37905,37977,72,KAZAV
AA0102,33837,22792907,1,PS,990408,38072,38078,6,38078,38173,95.0,HANG,0,0,0,NO_SERVER
AA0102,33838,3519998,2,PS,990408,38362,38367,5,38367,38381,14.0,AGENT,38381,38616,235,ROTH
AA0102,33839,22434179,1,PS,990408,38626,38631,5,38631,38985,354.0,AGENT,38970,39064,94,TOVA
AA0102,33840,59885426,1,PS,990408,39218,39223,5,39223,39281,58.0,HANG,0,0,0,NO_SERVER
AA0102,33841,33462896,1,PS,990408,39433,39438,5,39438,39581,143.0,HANG,0,0,0,NO_SERVER
AA0102,33842,52031556,2,PS,990408,39800,39806,6,39806,40001,195.0,AGENT,40000,40543,543,TOVA
AA0102,33843,0,0,NW,990408,40209,40219,10,40219,40228,9.0,HANG,0,0,0,NO_SERVER
AA0102,33844,1100718,2,PS,990408,40349,40355,6,40355,40682,327.0,AGENT,40680,40708,28,KAZAV
AA0102,33845,57909459,2,PS,990408,40771,40776,5,40776,40942,166.0,AGENT,40941,41159,218,DARMON
AA0102,33846,25124181,2,NE,990408,41047,41052,5,41052,41401,349.0,AGENT,41401,41616,215,KAZAV
AA0102,33847,42943100,2,PS,990408,41464,41470,6,41470,41591,121.0,AGENT,41589,41597,8,TOVA
AA0102,33848,57972531,1,PS,990408,41704,41710,6,41710,41717,7.0,AGENT,41715,41956,241,TOVA
AA0102,33849,51898575,1,PS,990408,41828,41833,5,41833,41892,59.0,HANG,0,0,0,NO_SERVER
AA0102,33851,27708783,2,PS,990408,42305,42311,6,42311,42313,2.0,HANG,0,0,0,NO_SERVER
AA0102,33852,60280260,2,NE,990408,42480,42486,6,42486,42558,72.0,AGENT,42556,42559,3,MORIAH
AA0102,33853,57098204,1,PS,990408,42685,42690,5,42690,43164,474.0,AGENT,43164,43262,98,TOVA
AA0102,33854,67472894,2,PS,990408,43222,43227,5,43227,43238,11.0,HANG,0,0,0,NO_SERVER
AA0102,33855,25225244,2,PS,990408,43280,43285,5,43285,43343,58.0,HANG,0,0,0,NO_SERVER
AA0102,33856,78191137,2,PS,990408,43394,43400,6,43400,43464,64.0,HANG,0,0,0,NO_SERVER
AA0102,33857,0,0,PS,990408,44431,44457,26,44457,44734,277.0,HANG,0,0,0,NO_SERVER
AA0102,33859,78191137,2,PS,990408,45218,45224,6,45224,45314,90.0,AGENT,45313,45316,3,MORIAH
AA0102,33860,59700823,1,NE,990408,45370,45376,6,45376,45485,109.0,AGENT,45484,45489,5,KAZAV
AA0102,33861,0,0,NE,990408,45562,45572,10,45572,45664,92.0,HANG,0,0,0,NO_SERVER
AA0102,33862,4359329,2,PS,990408,45867,45873,6,45873,46103,230.0,AGENT,46102,46330,228,TOVA
AA0102,33864,313966145,2,PS,990408,46534,46540,6,46540,46659,119.0,HANG,0,0,0,NO_SERVER
AA0102,33865,27422468,1,PS,990408,46716,46723,7,46723,46737,14.0,HANG,0,0,0,NO_SERVER
AA0102,34186,10587137,2,NE,990415,41659,41665,6,41665,41850,185.0,AGENT,41849,41896,47,SHARON
AA0102,34187,48296115,2,PS,990415,42715,42721,6,42721,42969,248.0,AGENT,42967,43335,368,MIKI
AA0102,34188,57308355,2,PS,990415,43651,43657,6,43657,43664,7.0,AGENT,43663,44075,412,MIKI
AA0102,34189,54665682,2,PS,990415,44514,44520,6,44520,44640,120.0,AGENT,44639,45142,503,MORIAH
AA0102,34190,57433542,1,PS,990415,45271,45277,6,45277,45457,180.0,AGENT,45456,45708,252,KAZAV
AA0102,34336,25015926,1,PS,990419,36586,36591,5,36591,36819,228.0,AGENT,36818,37124,306,KAZAV
AA0102,34337,54665682,2,PS,990419,37501,37506,5,37506,37653,147.0,AGENT,37652,38097,445,STEREN
AA0102,34338,25280918,2,PS,990419,38136,38142,6,38142,38161,19.0,AGENT,38161,38442,281,YIFAT
AA0102,34339,45447547,2,NE,990419,38895,38901,6,38901,39186,285.0,HANG,0,0,0,NO_SERVER
AA0102,34340,0,0,NW,990419,39655,39664,9,39664,39687,23.0,HANG,0,0,0,NO_SERVER
AA0102,34341,22010698,1,PS,990419,40331,40337,6,40337,40352,15.0,AGENT,40351,40416,65,YITZ
AA0102,34575,50347749,2,NE,990426,37177,37183,6,37183,37188,5.0,AGENT,37187,37383,196,GILI
AA0102,34576,51237980,2,PS,990426,37719,37724,5,37724,37756,32.0,AGENT,37755,37881,126,IDIT
AA0102,34577,57831356,2,NE,990426,38351,38356,5,38356,38375,19.0,AGENT,38374,38519,145,ZOHARI
AA0102,34578,24291445,2,PS,990426,39031,39036,5,39036,39090,54.0,AGENT,39089,39412,323,YIFAT
AA0102,34579,64437510,2,PS,990426,39758,39764,6,39764,39766,2.0,HANG,0,0,0,NO_SERVER
AA0102,34580,34544726,1,PS,990426,40400,40405,5,40405,40564,159.0,AGENT,40563,40775,212,DARMON
AA0102,34584,0,0,NW,990426,43403,43412,9,43412,43464,52.0,AGENT,43463,43560,97,ROTH
AA0102,34586,34399295,1,PS,990426,44880,44886,6,44886,44918,32.0,AGENT,44917,44968,51,YIFAT
AA0102,34623,54777958,2,PS,990427,40106,40112,6,40112,40218,106.0,AGENT,40217,40270,53,ROTH
AA0102,34624,37635950,2,PS,990427,40639,40644,5,40644,40656,12.0,AGENT,40655,40780,125,MIKI
AA0102,34625,14896872,1,PS,990427,41498,41504,6,41504,41513,9.0,AGENT,41512,41945,433,MIKI
AA0102,34627,50598325,2,PS,990427,42675,42681,6,42681,42773,92.0,AGENT,42772,43066,294,KAZAV
AA0102,34628,53461992,2,PS,990427,43353,43358,5,43358,43388,30.0,HANG,0,0,0,NO_SERVER
AA0102,34629,32249518,1,PS,990427,44183,44189,6,44189,44225,36.0,HANG,0,0,0,NO_SERVER
AA0102,34630,62333810,1,PS,990427,44500,44506,6,44506,44517,11.0,HANG,0,0,0,NO_SERVER
AA0102,34632,54234489,1,PS,990427,45592,45597,5,45597,45823,226.0,AGENT,45821,45989,168,AVNI
AA0102,34682,38399341,1,PS,990428,36347,36352,5,36352,36356,4.0,AGENT,36355,36501,146,MIKI
AA0102,34683,57464265,2,PS,990428,36752,36757,5,36757,36870,113.0,AGENT,36869,37190,321,YIFAT
AA0102,34684,54997085,2,PS,990428,37122,37127,5,37127,37314,187.0,AGENT,37313,37510,197,MIKI
AA0102,34685,1574243,2,NE,990428,37844,37849,5,37849,37870,21.0,AGENT,37869,37968,99,ZOHARI
AA0102,34686,10283034,2,PS,990428,38228,38233,5,38233,38371,138.0,AGENT,38370,38530,160,YITZ
AA0102,34687,17458118,1,PS,990428,38704,38709,5,38709,38918,209.0,AGENT,38917,39596,679,AVNI
AA0102,34688,58232927,2,PS,990428,39254,39260,6,39260,39270,10.0,AGENT,39269,39362,93,YITZ
AA0102,34689,13635933,2,PS,990428,39707,39713,6,39713,39744,31.0,AGENT,39743,40157,414,YITZ
AA0102,34690,45447547,2,PS,990428,40129,40135,6,40135,40159,24.0,HANG,0,0,0,NO_SERVER
AA0102,34691,0,0,NW,990428,40585,40595,10,40595,40809,214.0,HANG,0,0,0,NO_SERVER
AA0102,34692,57831356,2,NE,990428,41148,41154,6,41154,41338,184.0,AGENT,41337,41430,93,ELI
AA0102,34693,53585345,2,PS,990428,41868,41873,5,41873,42099,226.0,AGENT,42099,42369,270,YITZ
AA0103,29467,52867744,2,NE,990408,36655,36660,5,36660,36784,124.0,AGENT,36783,37326,543,ELI
AA0103,29468,59700823,1,NE,990408,37089,37094,5,37094,37331,237.0,AGENT,37330,38293,963,ELI
AA0103,29469,37635950,2,PS,990408,37677,37682,5,37682,37874,192.0,AGENT,37873,37901,28,KAZAV
AA0103,29470,0,0,NW,990408,38053,38062,9,38062,38138,76.0,HANG,0,0,0,NO_SERVER
AA0103,29471,25391442,1,PS,990408,38334,38340,6,38340,38396,56.0,AGENT,38395,38447,52,KAZAV
AA0103,29472,55279970,2,PS,990408,38630,38635,5,38635,38653,18.0,AGENT,38652,39321,669,STEREN
AA0103,29473,31939812,2,PS,990408,38965,38970,5,38970,38972,2.0,HANG,0,0,0,NO_SERVER
AA0103,29474,0,0,NW,990408,39155,39164,9,39164,39308,144.0,HANG,0,0,0,NO_SERVER
AA0103,29476,0,0,NW,990408,39798,39803,5,39803,40227,424.0,AGENT,40226,40545,319,KAZAV
AA0103,29477,32420663,1,PS,990408,40336,40341,5,40341,40361,20.0,HANG,0,0,0,NO_SERVER
AA0103,29478,0,0,NW,990408,40460,40469,9,40469,40484,15.0,HANG,0,0,0,NO_SERVER
AA0103,29479,29074770,2,PS,990408,40554,40560,6,40560,40573,13.0,HANG,0,0,0,NO_SERVER
AA0103,29480,33230111,2,PS,990408,40630,40636,6,40636,40770,134.0,AGENT,40769,40952,183,TOVA
AA0103,29481,54128681,2,PS,990408,40919,40925,6,40925,41180,255.0,AGENT,41178,41300,122,DARMON
AA0103,29482,51440469,2,PS,990408,41228,41233,5,41233,41414,181.0,AGENT,41413,41494,81,MORIAH
AA0103,29483,42219758,2,PS,990408,41491,41496,5,41496,41566,70.0,HANG,0,0,0,NO_SERVER
AA0103,29484,42943100,2,PS,990408,41659,41664,5,41664,41682,18.0,AGENT,41681,41981,300,KAZAV
AA0103,29485,64154214,2,PS,990408,41786,41792,6,41792,41977,185.0,AGENT,41974,42086,112,DARMON
AA0103,29486,1500958,2,PS,990408,42163,42168,5,42168,42404,236.0,AGENT,42404,43549,1145,DARMON
AA0103,29487,58704610,2,PS,990408,42566,42572,6,42572,42604,32.0,AGENT,42603,42605,2,MORIAH
AA0103,29489,22681993,2,PS,990408,42947,42952,5,42952,43396,444.0,AGENT,43396,44111,715,STEREN
AA0103,29491,33094186,1,PS,990408,44601,44607,6,44607,44665,58.0,HANG,0,0,0,NO_SERVER
AA0103,29493,15131352,1,PS,990408,45244,45250,6,45250,45304,54.0,HANG,0,0,0,NO_SERVER
AA0103,29494,78191137,2,PS,990408,45374,45379,5,45379,45450,71.0,AGENT,45449,45967,518,DARMON
AA0103,29496,58706086,2,PS,990408,45681,45687,6,45687,45804,117.0,AGENT,45802,46096,294,TOVA
AA0103,29500,58704610,2,PS,990408,46256,46261,5,46261,46376,115.0,AGENT,46375,46377,2,MORIAH
AA0103,29501,29730405,1,PS,990408,46575,46580,5,46580,46855,275.0,AGENT,46854,46921,67,YIFAT
AA0103,29830,12530663,2,PS,990415,41690,41696,6,41696,41810,114.0,HANG,0,0,0,NO_SERVER
AA0103,29831,11796976,1,PS,990415,42757,42763,6,42763,42798,35.0,HANG,0,0,0,NO_SERVER
AA0103,29833,15775083,2,PS,990415,44275,44281,6,44281,44381,100.0,AGENT,44380,45081,701,TOVA
AA0103,29834,4187381,2,NE,990415,45043,45049,6,45049,45086,37.0,AGENT,45086,45120,34,TOVA
AA0103,29835,57511826,1,PS,990415,45908,45914,6,45914,46131,217.0,AGENT,46130,46599,469,TOVA
AA0103,29976,57946360,1,PS,990419,36289,36294,5,36294,36455,161.0,AGENT,36453,36721,268,DORIT
AA0103,29978,303770770,1,PS,990419,37931,37936,5,37936,37989,53.0,HANG,0,0,0,NO_SERVER
AA0103,29979,15775083,2,PS,990419,38617,38622,5,38622,38655,33.0,AGENT,38655,39145,490,KAZAV
AA0103,29980,54234489,1,PS,990419,39124,39129,5,39129,39235,106.0,AGENT,39235,39261,26,STEREN
AA0103,29981,65507600,2,PS,990419,39736,39741,5,39741,39778,37.0,AGENT,39777,39907,130,ROTH
AA0103,30224,22406136,2,PS,990426,37207,37212,5,37212,37235,23.0,AGENT,37235,37400,165,AVNI
AA0103,30225,17299231,2,PS,990426,37749,37754,5,37754,37833,79.0,AGENT,37833,37856,23,GILI
AA0103,30226,0,0,NW,990426,38505,38514,9,38514,38853,339.0,AGENT,38853,39390,537,MORIAH
AA0103,30228,0,0,NW,990426,40180,40190,10,40190,40194,4.0,AGENT,40192,40201,9,MORIAH
AA0103,30229,54234489,1,PS,990426,40557,40562,5,40562,40725,163.0,AGENT,40724,40823,99,IDIT
AA0103,30232,69008423,1,PS,990426,42908,42913,5,42913,42967,54.0,HANG,0,0,0,NO_SERVER
AA0103,30233,51440469,2,PS,990426,43643,43648,5,43648,43707,59.0,AGENT,43706,43760,54,GILI
AA0103,30234,65032120,2,NE,990426,44308,44314,6,44314,44327,13.0,AGENT,44326,44836,510,GILI
AA0103,30272,0,0,NW,990427,40151,40163,12,40163,40201,38.0,HANG,0,0,0,NO_SERVER
AA0103,30273,52867744,2,PS,990427,40564,40569,5,40569,40606,37.0,AGENT,40605,40802,197,AVNI
AA0103,30275,23383607,2,PS,990427,41968,41973,5,41973,41999,26.0,AGENT,41998,42619,621,STEREN
AA0103,30276,6692800,2,PS,990427,42657,42663,6,42663,42700,37.0,AGENT,42699,43534,835,DARMON
AA0103,30277,51440469,2,PS,990427,43300,43306,6,43306,43337,31.0,AGENT,43335,43389,54,MIKI
AA0103,30278,8233124,2,PS,990427,44221,44227,6,44227,44327,100.0,HANG,0,0,0,NO_SERVER
AA0103,30279,27837467,2,PS,990427,44692,44698,6,44698,44733,35.0,HANG,0,0,0,NO_SERVER
AA0103,30280,24646630,1,PS,990427,45169,45175,6,45175,45347,172.0,AGENT,45345,45481,136,AVNI
AA0103,30281,57511826,1,PS,990427,45780,45786,6,45786,45995,209.0,AGENT,45994,46311,317,AVNI
AA0103,30329,27957448,2,PS,990428,36584,36589,5,36589,36693,104.0,AGENT,36692,36951,259,ROTH
AA0103,30330,30663462,2,PS,990428,36882,36887,5,36887,36983,96.0,AGENT,36982,37416,434,MORIAH
AA0103,30333,57267403,1,PS,990428,37844,37850,6,37850,37876,26.0,HANG,0,0,0,NO_SERVER
AA0103,30334,50316827,2,PS,990428,38242,38248,6,38248,38379,131.0,AGENT,38377,38645,268,AVNI
AA0103,30335,24646630,1,PS,990428,38753,38759,6,38759,38945,186.0,AGENT,38945,39002,57,KAZAV
AA0103,30336,16992406,1,PS,990428,39344,39350,6,39350,39386,36.0,AGENT,39385,39845,460,ROTH
AA0103,30337,34497735,1,PS,990428,39854,39860,6,39860,40063,203.0,HANG,0,0,0,NO_SERVER
AA0103,30338,7191646,2,NE,990428,40433,40438,5,40438,40521,83.0,AGENT,40520,44013,3493,MORIAH
AA0103,30339,669812,2,PS,990428,40921,40926,5,40926,40991,65.0,AGENT,40991,41099,108,MIKI
AA0103,30340,58822883,2,PS,990428,41340,41345,5,41345,41488,143.0,AGENT,41487,42422,935,ZOHARI
AA0104,26090,60280260,2,NE,990408,36171,36177,6,36177,36206,29.0,AGENT,36205,36355,150,ELI
AA0104,26091,54345665,1,PS,990408,36402,36408,6,36408,36421,13.0,HANG,0,0,0,NO_SERVER
AA0104,26093,41543000,2,PS,990408,37084,37089,5,37089,37205,116.0,AGENT,37204,37582,378,MORIAH
AA0104,26094,54875729,2,PS,990408,37581,37586,5,37586,37640,54.0,HANG,0,0,0,NO_SERVER
AA0104,26095,54052816,2,NE,990408,37774,37779,5,37779,37803,24.0,HANG,0,0,0,NO_SERVER
AA0104,26096,0,0,NW,990408,37979,37988,9,37988,38000,12.0,AGENT,37999,38022,23,KAZAV
AA0104,26097,22778559,1,PS,990408,38124,38129,5,38129,38192,63.0,HANG,0,0,0,NO_SERVER
AA0104,26099,65032120,2,PS,990408,38631,38636,5,38636,38803,167.0,AGENT,38803,39122,319,MORIAH
AA0104,26100,54196217,2,PS,990408,38974,38979,5,38979,39330,351.0,AGENT,39329,39598,269,STEREN
AA0104,26101,0,0,NW,990408,39516,39525,9,39525,39815,290.0,HANG,0,0,0,NO_SERVER
AA0104,26102,30712699,2,NE,990408,39935,39940,5,39940,40148,208.0,AGENT,40148,40222,74,KAZAV
AA0104,26103,52120771,1,NE,990408,40316,40322,6,40322,40725,403.0,AGENT,40724,41396,672,KAZAV
AA0104,26104,12482634,2,NE,990408,40839,40845,6,40845,40997,152.0,AGENT,40996,42614,1618,ELI
AA0104,26105,23599988,1,PS,990408,41192,41198,6,41198,41424,226.0,AGENT,41423,41871,448,STEREN
AA0104,26106,58704610,2,PS,990408,41494,41500,6,41500,41597,97.0,AGENT,41596,41698,102,TOVA
AA0104,26107,879304,2,PS,990408,41727,41732,5,41732,41896,164.0,AGENT,41896,41971,75,DARMON
AA0104,26108,29371077,2,PS,990408,42110,42115,5,42115,42409,294.0,HANG,0,0,0,NO_SERVER
AA0104,26109,57326225,2,PS,990408,42585,42590,5,42590,42625,35.0,AGENT,42624,42842,218,MORIAH
AA0104,26110,50448703,1,PS,990408,42818,42823,5,42823,42883,60.0,HANG,0,0,0,NO_SERVER
AA0104,26111,3267788,2,PS,990408,43123,43129,6,43129,43462,333.0,AGENT,43461,43639,178,MORIAH
AA0104,26112,29060811,1,PS,990408,44619,44624,5,44624,44731,107.0,HANG,0,0,0,NO_SERVER
AA0104,26114,59700823,1,PS,990408,45251,45256,5,45256,45310,54.0,HANG,0,0,0,NO_SERVER
AA0104,26115,675306,2,PS,990408,45375,45380,5,45380,45457,77.0,AGENT,45457,45461,4,MORIAH
AA0104,26116,0,0,NW,990408,45565,45575,10,45575,45595,20.0,AGENT,45594,45625,31,STEREN
AA0104,26117,0,0,NW,990408,45740,45750,10,45750,46009,259.0,HANG,0,0,0,NO_SERVER
AA0104,26118,5741947,1,PS,990408,46135,46141,6,46141,46200,59.0,HANG,0,0,0,NO_SERVER
AA0104,26119,31835739,2,PS,990408,46214,46220,6,46220,46304,84.0,HANG,0,0,0,NO_SERVER
AA0104,26120,15131352,1,PS,990408,46383,46389,6,46389,46443,54.0,HANG,0,0,0,NO_SERVER
AA0104,26121,29641727,2,PS,990408,46612,46618,6,46618,46837,219.0,HANG,0,0,0,NO_SERVER
AA0104,26442,25367186,2,PS,990415,41706,41711,5,41711,41902,191.0,AGENT,41901,41996,95,SHARON
AA0104,26443,4312914,2,PS,990415,42817,42822,5,42822,43018,196.0,AGENT,43017,43083,66,STEREN
AA0104,26444,78133311,1,PS,990415,43654,43660,6,43660,43718,58.0,AGENT,43717,43793,76,STEREN
AA0104,26445,10473262,2,PS,990415,44580,44586,6,44586,44688,102.0,HANG,44690,44696,6,NO_SERVER
AA0104,26446,7915192,2,PS,990415,45354,45360,6,45360,45448,88.0,AGENT,45448,45521,73,STEREN
AA0104,26586,55898720,2,PS,990419,36700,36705,5,36705,36886,181.0,AGENT,36885,36967,82,ROTH
AA0104,26587,3968047,2,PS,990419,37503,37508,5,37508,37694,186.0,HANG,0,0,0,NO_SERVER
AA0104,26588,27148675,1,PS,990419,38181,38186,5,38186,38393,207.0,HANG,0,0,0,NO_SERVER
AA0104,26589,37598539,1,PS,990419,38979,38985,6,38985,39000,15.0,AGENT,38999,39504,505,MIKI
AA0104,26590,52031556,2,PS,990419,39472,39477,5,39477,39584,107.0,AGENT,39584,39785,201,STEREN
AA0104,26591,34340935,1,PS,990419,40150,40156,6,40156,40320,164.0,AGENT,40319,40567,248,DORIT
AA0104,26826,24646630,1,PS,990426,36457,36462,5,36462,36498,36.0,AGENT,36497,36582,85,AVNI
AA0104,26827,0,0,NW,990426,37246,37256,10,37256,37370,114.0,HANG,0,0,0,NO_SERVER
AA0104,26828,0,0,NW,990426,37945,37955,10,37955,37980,25.0,AGENT,37979,38117,138,ROTH
AA0104,26829,23870736,2,PS,990426,38712,38718,6,38718,38855,137.0,AGENT,38854,39016,162,GILI
AA0104,26831,7191646,2,NE,990426,40205,40211,6,40211,40240,29.0,AGENT,40240,40265,25,MORIAH
AA0104,26832,8977126,2,PS,990426,40560,40565,5,40565,40633,68.0,HANG,0,0,0,NO_SERVER
AA0104,26833,0,0,NW,990426,41081,41090,9,41090,41152,62.0,AGENT,41151,41163,12,AVNI
AA0104,26835,56019979,2,PS,990426,42808,42813,5,42813,42935,122.0,AGENT,42934,42976,42,GILI
AA0104,26836,0,0,NW,990426,43638,43649,11,43649,43813,164.0,AGENT,43811,43861,50,KAZAV
AA0104,26837,58704610,2,PS,990426,44427,44433,6,44433,44464,31.0,AGENT,44463,44541,78,KAZAV
AA0104,26875,50003086,2,PS,990427,40500,40505,5,40505,40531,26.0,AGENT,40531,41191,660,AVI
AA0104,26876,0,0,NW,990427,41482,41492,10,41492,41573,81.0,AGENT,41572,41643,71,STEREN
AA0104,26877,302424502,1,PE,990427,42033,42037,4,42037,42080,43.0,AGENT,42079,42406,327,DARMON
