vru+line,call_id,customer_id,priority,type,date,vru_entry,vru_exit,vru_time,q_start,q_exit,q_time,outcome,ser_start,ser_exit,ser_time,server
AA0109,44237,25688045,1,PS,991202,36782,36788,6,36788,36875,87.0,AGENT,36874,36928,54,DORIT
AA0109,44239,51161149,1,PS,991202,37437,37443,6,37443,37507,64.0,HANG,0,0,0,NO_SERVER
AA0109,44240,4970810,2,PS,991202,37795,37800,5,37800,37949,149.0,AGENT,37948,38434,486,VICKY
AA0109,44241,51294858,2,PS,991202,38242,38248,6,38248,38540,292.0,AGENT,38539,38771,232,ROTH
AA0109,44242,8176588,2,PS,991202,38830,38835,5,38835,38973,138.0,AGENT,38972,39168,196,VICKY
AA0109,44243,24927717,1,PS,991202,39216,39221,5,39221,39229,8.0,HANG,0,0,0,NO_SERVER
AA0109,44244,54146154,2,NE,991202,39367,39373,6,39373,39540,167.0,HANG,0,0,0,NO_SERVER
AA0109,44245,32294357,2,PS,991202,39710,39715,5,39715,39723,8.0,HANG,0,0,0,NO_SERVER
AA0109,44246,57758849,1,PS,991202,40075,40081,6,40081,40119,38.0,AGENT,40118,40362,244,AVI
AA0109,44247,3704988,2,PS,991202,40335,40341,6,40341,40445,104.0,AGENT,40444,40501,57,MORIAH
AA0109,44248,50498013,2,PS,991202,40828,40834,6,40834,40876,42.0,AGENT,40874,40983,109,ZOHARI
AA0109,44249,57758849,1,PS,991202,41170,41176,6,41176,41346,170.0,AGENT,41345,41449,104,ROTH
AA0109,44250,23793540,1,PS,991202,41661,41667,6,41667,41673,6.0,AGENT,41672,41687,15,VICKY
AA0109,44252,17299231,2,PS,991202,42647,42653,6,42653,42747,94.0,AGENT,42746,42785,39,SHARON
AA0109,44255,22017651,1,PS,991202,44758,44763,5,44763,44824,61.0,AGENT,44823,45132,309,GOLDIE
AA0109,44256,15245996,1,PS,991202,45603,45609,6,45609,45639,30.0,AGENT,45637,45859,222,VICKY
AA0109,44415,5373469,1,PS,991206,36000,36005,5,36005,36033,28.0,AGENT,36032,37068,1036,ROTH
AA0109,44416,10858884,2,NE,991206,36672,36678,6,36678,36784,106.0,AGENT,36783,36967,184,STEREN
AA0109,44417,9682923,2,PS,991206,37075,37081,6,37081,37147,66.0,AGENT,37146,37250,104,VICKY
AA0109,44419,14264295,2,PS,991206,38270,38275,5,38275,38397,122.0,AGENT,38395,38493,98,STEREN
AA0109,44422,22263115,2,PS,991206,40398,40404,6,40404,40567,163.0,AGENT,40566,40708,142,ZIPI
AA0109,44423,24947061,2,PS,991206,40995,41000,5,41000,41130,130.0,AGENT,41129,41234,105,ZIPI
AA0109,44424,740886,2,PS,991206,41551,41557,6,41557,41618,61.0,HANG,0,0,0,NO_SERVER
AA0109,44425,77624039,2,PS,991206,42033,42038,5,42038,42057,19.0,HANG,0,0,0,NO_SERVER
AA0109,44426,12482634,2,NE,991206,42358,42364,6,42364,42450,86.0,AGENT,42449,43137,688,ELI
AA0109,44427,5277686,2,PS,991206,42947,42953,6,42953,43048,95.0,AGENT,43048,43142,94,SHARON
AA0109,44429,55279970,2,NE,991206,44426,44432,6,44432,44504,72.0,AGENT,44502,45067,565,ROTH
AA0109,44430,0,0,NW,991206,45052,45061,9,45061,45144,83.0,HANG,0,0,0,NO_SERVER
AA0109,44431,23068398,2,PS,991206,45663,45668,5,45668,45736,68.0,AGENT,45735,45896,161,SHARON
AA0109,44482,52195260,2,PS,991207,37473,37479,6,37479,37491,12.0,HANG,0,0,0,NO_SERVER
AA0109,44483,12258794,2,PS,991207,37900,37905,5,37905,37946,41.0,HANG,0,0,0,NO_SERVER
AA0109,44484,55921597,1,NE,991207,38544,38550,6,38550,38556,6.0,AGENT,38555,38662,107,AVI
AA0109,44485,0,0,NW,991207,39202,39211,9,39211,39314,103.0,AGENT,39313,39343,30,STEREN
AA0109,44486,57253494,1,PS,991207,40119,40125,6,40125,40169,44.0,AGENT,40167,40495,328,AVI
AA0109,44487,25074881,1,PS,991207,40691,40697,6,40697,40745,48.0,AGENT,40744,40852,108,STEREN
AA0109,44489,52867744,2,PS,991207,42002,42008,6,42008,42133,125.0,AGENT,42132,42246,114,BASCH
AA0109,44492,53398202,2,NE,991207,44020,44026,6,44026,44042,16.0,AGENT,44042,44150,108,KAZAV
AA0109,44494,59275651,1,PS,991207,45718,45723,5,45723,45786,63.0,AGENT,45785,46026,241,KAZAV
AA0109,44495,22121479,1,PS,991207,46562,46568,6,46568,46594,26.0,AGENT,46593,46781,188,AVNI
AA0109,44543,11449287,2,PS,991208,36154,36160,6,36160,36278,118.0,AGENT,36277,36344,67,AVI
AA0109,44544,23895501,2,PS,991208,36790,36796,6,36796,36840,44.0,AGENT,36840,36969,129,KAZAV
AA0109,44545,12081501,2,PS,991208,37389,37394,5,37394,37443,49.0,HANG,0,0,0,NO_SERVER
AA0109,44546,16686354,2,NE,991208,37826,37832,6,37832,37997,165.0,AGENT,37996,38033,37,AVI
AA0109,44547,27736172,2,PS,991208,38388,38393,5,38393,38487,94.0,AGENT,38487,38766,279,PINHAS
AA0109,44548,0,0,NW,991208,38967,38977,10,38977,39076,99.0,HANG,0,0,0,NO_SERVER
AA0109,44549,24593972,1,PS,991208,39683,39688,5,39688,39853,165.0,AGENT,39852,39911,59,AVI
AA0109,44550,34791335,1,PS,991208,40221,40226,5,40226,40268,42.0,AGENT,40267,40424,157,AVI
AA0109,44551,42813816,1,NE,991208,40727,40732,5,40732,40858,126.0,AGENT,40857,41795,938,STEREN
AA0109,44552,32389629,2,PS,991208,41312,41318,6,41318,41458,140.0,AGENT,41457,41555,98,AVNI
AA0109,44553,51704559,1,PS,991208,42030,42035,5,42035,42252,217.0,AGENT,42251,42297,46,YITZ
AA0109,44554,17476789,2,PS,991208,42782,42788,6,42788,42859,71.0,AGENT,42858,43087,229,STEREN
AA0109,44555,0,0,NW,991208,43606,43616,10,43616,43843,227.0,AGENT,43842,44252,410,AVNI
AA0109,44556,24851511,2,PS,991208,44451,44457,6,44457,44490,33.0,AGENT,44488,45319,831,PINHAS
AA0109,44557,54570817,1,PS,991208,45247,45252,5,45252,45399,147.0,AGENT,45398,45422,24,KAZAV
AA0109,44558,0,0,NW,991208,46306,46315,9,46315,46343,28.0,AGENT,46343,46494,151,ROTH
AA0109,44974,57442600,2,PS,991215,36572,36577,5,36577,36667,90.0,AGENT,36666,36955,289,MOTI
AA0109,44976,33690405,2,PS,991215,37525,37531,6,37531,37537,6.0,AGENT,37536,39089,1553,MOTI
AA0109,44977,563189,2,NE,991215,38139,38145,6,38145,38261,116.0,AGENT,38260,38486,226,YITZ
AA0109,44978,55665459,2,PS,991215,38575,38581,6,38581,38709,128.0,AGENT,38709,39088,379,VICKY
AA0109,44979,50892322,2,PS,991215,39177,39183,6,39183,39197,14.0,AGENT,39196,39247,51,AVI
AA0109,44983,28473379,1,PS,991215,41727,41732,5,41732,41930,198.0,AGENT,41930,42015,85,BRUHI
AA0109,44987,57851081,1,PS,991215,45030,45035,5,45035,45097,62.0,HANG,0,0,0,NO_SERVER
AA0109,44988,56765985,2,PS,991215,45598,45604,6,45604,45706,102.0,AGENT,45706,45780,74,AVI
AA0109,44989,15287758,2,PS,991215,46324,46329,5,46329,46417,88.0,AGENT,46416,46684,268,MOTI
AA0109,45173,0,0,NW,991220,36717,36727,10,36727,36955,228.0,HANG,0,0,0,NO_SERVER
AA0109,45174,0,0,NW,991220,37548,37557,9,37557,37708,151.0,HANG,0,0,0,NO_SERVER
AA0109,45175,68741495,2,NE,991220,38037,38042,5,38042,38144,102.0,AGENT,38144,38276,132,VICKY
AA0109,45176,50850429,2,PS,991220,38686,38692,6,38692,38713,21.0,AGENT,38711,38825,114,KAZAV
AA0109,45177,41546904,2,NE,991220,39280,39286,6,39286,39308,22.0,AGENT,39307,39722,415,YITZ
AA0109,45178,67158097,2,NE,991220,39674,39681,7,39681,39700,19.0,AGENT,39699,39880,181,STEREN
AA0109,45180,58029620,2,PS,991220,40689,40694,5,40694,40826,132.0,AGENT,40825,40956,131,BRUHI
AA0109,45181,54128681,2,PS,991220,41410,41415,5,41415,41508,93.0,AGENT,41507,41568,61,STEREN
AA0109,45240,53978706,1,PS,991221,36187,36193,6,36193,36252,59.0,HANG,0,0,0,NO_SERVER
AA0109,45241,51277036,2,PS,991221,36554,36560,6,36560,36771,211.0,AGENT,36770,37311,541,SHARON
AA0109,45242,32208464,2,PS,991221,37075,37081,6,37081,37247,166.0,AGENT,37246,37318,72,MOTI
AA0109,45243,57766412,2,PS,991221,37780,37785,5,37785,37861,76.0,AGENT,37860,37922,62,AVNI
AA0109,45244,25027665,1,PS,991221,38354,38360,6,38360,38459,99.0,HANG,0,0,0,NO_SERVER
AA0109,45246,563189,2,NE,991221,39282,39288,6,39288,39378,90.0,AGENT,39378,39586,208,ELI
AA0109,45247,59700823,1,PS,991221,39939,39945,6,39945,40211,266.0,AGENT,40211,40317,106,DORIT
AA0109,45250,0,0,NW,991221,41372,41381,9,41381,41389,8.0,HANG,0,0,0,NO_SERVER
AA0109,45251,52031556,2,PS,991221,41886,41892,6,41892,41929,37.0,AGENT,41928,42076,148,SHARON
AA0109,45252,1426659,2,NE,991221,42506,42512,6,42512,42525,13.0,AGENT,42524,42606,82,SHARON
AA0109,45254,0,0,NW,991221,43767,43776,9,43776,43812,36.0,HANG,0,0,0,NO_SERVER
AA0109,45257,400424,2,PS,991221,46529,46535,6,46535,46751,216.0,AGENT,46750,46814,64,DORIT
AA0109,45375,34791335,1,PS,991223,36644,36649,5,36649,36658,9.0,HANG,0,0,0,NO_SERVER
AA0109,45376,0,0,NW,991223,36857,36867,10,36867,36905,38.0,HANG,0,0,0,NO_SERVER
AA0109,45377,0,0,NW,991223,37231,37240,9,37240,37253,13.0,HANG,0,0,0,NO_SERVER
AA0109,45378,13795349,2,PS,991223,37490,37496,6,37496,37749,253.0,AGENT,37748,37888,140,STEREN
AA0109,45380,12154001,2,PS,991223,38338,38344,6,38344,38387,43.0,AGENT,38386,38445,59,MOTI
AA0109,45381,75560649,2,PS,991223,38834,38840,6,38840,38877,37.0,AGENT,38877,38930,53,ZIPI
AA0109,45383,0,0,NW,991223,40026,40035,9,40035,40093,58.0,HANG,0,0,0,NO_SERVER
AA0109,45385,15247588,1,PS,991223,41219,41224,5,41224,41255,31.0,AGENT,41254,41334,80,BRUHI
AA0109,45387,55279970,2,NE,991223,42498,42504,6,42504,42615,111.0,HANG,0,0,0,NO_SERVER
AA0109,45388,24947061,2,PS,991223,43154,43160,6,43160,43224,64.0,AGENT,43223,43615,392,KAZAV
AA0109,45389,56398498,2,PS,991223,44037,44042,5,44042,44046,4.0,AGENT,44045,44232,187,MOTI
AA0109,45391,0,0,NW,991223,45321,45331,10,45331,45473,142.0,AGENT,45472,45667,195,VICKY
AA0109,45542,10858884,2,NE,991227,36069,36074,5,36074,36156,82.0,AGENT,36155,36215,60,SHARON
AA0109,45543,15398027,2,PS,991227,36550,36555,5,36555,36628,73.0,AGENT,36627,36850,223,ZIPI
AA0109,45544,58029430,1,PS,991227,36908,36914,6,36914,37005,91.0,AGENT,37004,37076,72,KAZAV
AA0109,45545,57536641,1,PS,991227,37404,37410,6,37410,37431,21.0,AGENT,37430,37599,169,MOTI
AA0109,45547,59056556,2,PS,991227,38365,38371,6,38371,38405,34.0,AGENT,38404,38551,147,BRUHI
AA0109,45549,42813816,1,NE,991227,39303,39309,6,39309,39366,57.0,AGENT,39365,39594,229,VICKY
AA0109,45551,12253423,2,PS,991227,40482,40488,6,40488,40514,26.0,AGENT,40513,40628,115,ZIPI
AA0109,45552,50261023,2,PS,991227,41054,41060,6,41060,41067,7.0,AGENT,41066,41178,112,VICKY
AA0109,45554,74780917,2,NE,991227,42257,42263,6,42263,42270,7.0,AGENT,42270,42519,249,KAZAV
AA0109,45555,51277036,2,PS,991227,42967,42973,6,42973,42979,6.0,AGENT,42978,43092,114,BRUHI
AA0109,45615,15247588,1,NE,991228,37091,37097,6,37097,37188,91.0,AGENT,37187,37277,90,STEREN
AA0109,45620,50316827,1,NE,991228,40388,40394,6,40394,40574,180.0,AGENT,40573,41007,434,ELI
AA0109,45621,10473262,2,PS,991228,41116,41121,5,41121,41152,31.0,AGENT,41151,41260,109,AVNI
AA0109,45622,5731039,2,PS,991228,41673,41679,6,41679,41707,28.0,AGENT,41707,43453,1746,AVNI
AA0109,45623,5246863,1,PS,991228,42141,42147,6,42147,42319,172.0,AGENT,42318,42421,103,STEREN
AA0109,45624,42813816,1,NE,991228,42815,42821,6,42821,43001,180.0,AGENT,43000,43594,594,ELI
AA0109,45628,29665320,2,PS,991228,45200,45205,5,45205,45307,102.0,AGENT,45306,45473,167,BRUHI
AA0110,43776,28994457,2,PS,991202,36328,36334,6,36334,36422,88.0,AGENT,36421,36878,457,AVNI
AA0110,43777,59700823,1,PS,991202,36838,36844,6,36844,37291,447.0,AGENT,37289,37318,29,VICKY
AA0110,43778,63193346,2,PS,991202,37465,37471,6,37471,37680,209.0,AGENT,37679,38106,427,ROTH
AA0110,43779,16426967,2,PS,991202,37912,37918,6,37918,38097,179.0,AGENT,38095,39056,961,AVNI
AA0110,43780,42813816,1,NE,991202,38411,38417,6,38417,38850,433.0,AGENT,38849,39131,282,AVI
AA0110,43781,69687275,2,NE,991202,39045,39051,6,39051,39062,11.0,HANG,0,0,0,NO_SERVER
AA0110,43782,17045709,2,PS,991202,39286,39292,6,39292,39542,250.0,AGENT,39541,39613,72,AVNI
AA0110,43783,0,0,NW,991202,39716,39725,9,39725,40079,354.0,HANG,0,0,0,NO_SERVER
AA0110,43784,24927717,1,PS,991202,40284,40290,6,40290,40319,29.0,HANG,0,0,0,NO_SERVER
AA0110,43785,53186953,2,PS,991202,40587,40593,6,40593,40687,94.0,AGENT,40686,40725,39,VICKY
AA0110,43786,56078892,2,PS,991202,41049,41054,5,41054,41083,29.0,AGENT,41083,41290,207,AVI
AA0110,43787,0,0,NW,991202,41403,41413,10,41413,41553,140.0,HANG,0,0,0,NO_SERVER
AA0110,43789,57831349,2,NE,991202,42506,42511,5,42511,42643,132.0,AGENT,42642,42875,233,AVI
AA0110,43793,306485608,2,PS,991202,45452,45457,5,45457,45500,43.0,AGENT,45499,45705,206,ROTH
AA0110,43959,31909146,2,PS,991206,36877,36882,5,36882,37021,139.0,AGENT,37020,37163,143,KAZAV
AA0110,43960,51277036,2,PS,991206,37408,37413,5,37413,37487,74.0,AGENT,37485,37674,189,ZIPI
AA0110,43961,27957448,2,PS,991206,38155,38161,6,38161,38217,56.0,AGENT,38216,38228,12,ROTH
AA0110,43964,31429848,1,PS,991206,40369,40375,6,40375,40445,70.0,HANG,0,0,0,NO_SERVER
AA0110,43965,57253494,1,PS,991206,40821,40827,6,40827,40850,23.0,AGENT,40849,40961,112,YITZ
AA0110,43966,16436610,2,PS,991206,41283,41289,6,41289,41356,67.0,AGENT,41355,41472,117,STEREN
AA0110,43967,78191137,2,PS,991206,41732,41738,6,41738,41914,176.0,AGENT,41914,42638,724,ZIPI
AA0110,43968,51421683,1,PS,991206,42293,42299,6,42299,42338,39.0,HANG,0,0,0,NO_SERVER
AA0110,43969,1292705,2,PS,991206,42739,42745,6,42745,42818,73.0,AGENT,42817,42907,90,VICKY
AA0110,43971,30271852,2,PS,991206,44073,44079,6,44079,44163,84.0,AGENT,44162,44406,244,ROTH
AA0110,43972,0,0,NW,991206,44802,44812,10,44812,44867,55.0,HANG,0,0,0,NO_SERVER
AA0110,43973,65203879,2,PS,991206,45466,45472,6,45472,45602,130.0,AGENT,45601,45719,118,SHARON
AA0110,43974,50598325,2,PS,991206,46075,46081,6,46081,46137,56.0,AGENT,46136,46293,157,YITZ
AA0110,44024,59700823,1,PS,991207,36888,36894,6,36894,36899,5.0,AGENT,36898,37063,165,KAZAV
AA0110,44025,306485608,2,PS,991207,37489,37495,6,37495,37521,26.0,AGENT,37520,37605,85,GOLDIE
AA0110,44026,0,0,NW,991207,37945,37955,10,37955,37983,28.0,AGENT,37983,38544,561,AVNI
AA0110,44028,31410970,1,PS,991207,39419,39425,6,39425,39455,30.0,AGENT,39454,39508,54,AVNI
AA0110,44029,13205034,1,PS,991207,40145,40151,6,40151,40199,48.0,AGENT,40198,40388,190,AVNI
AA0110,44030,56765985,2,PS,991207,40719,40725,6,40725,40734,9.0,AGENT,40733,40904,171,BASCH
AA0110,44038,56129562,2,PS,991207,45589,45595,6,45595,45726,131.0,AGENT,45725,45932,207,BASCH
AA0110,44086,58669227,1,PS,991208,36112,36118,6,36118,36281,163.0,HANG,0,0,0,NO_SERVER
AA0110,44087,14991483,2,PS,991208,36799,36805,6,36805,36859,54.0,HANG,0,0,0,NO_SERVER
AA0110,44088,32222390,1,PS,991208,37396,37402,6,37402,37663,261.0,AGENT,37662,37848,186,YITZ
AA0110,44089,2018299,2,PS,991208,37993,37999,6,37999,38049,50.0,AGENT,38048,38327,279,AVI
AA0110,44090,69687275,2,PS,991208,38645,38650,5,38650,38670,20.0,AGENT,38669,39057,388,AVNI
AA0110,44091,0,0,NW,991208,39236,39245,9,39245,39618,373.0,AGENT,39617,39673,56,STEREN
AA0110,44092,53186953,2,PS,991208,40016,40022,6,40022,40065,43.0,AGENT,40064,40108,44,KAZAV
AA0110,44093,52195260,2,PS,991208,40392,40397,5,40397,40455,58.0,AGENT,40455,40468,13,KAZAV
AA0110,44096,0,0,NW,991208,41378,41388,10,41388,41682,294.0,AGENT,41682,41744,62,YITZ
AA0110,44099,71520779,1,PS,991208,43368,43373,5,43373,43579,206.0,AGENT,43578,43829,251,KAZAV
AA0110,44102,65893661,1,PS,991208,46021,46027,6,46027,46090,63.0,AGENT,46089,46182,93,AVNI
AA0110,44503,23822679,2,PS,991215,36259,36264,5,36264,36476,212.0,AGENT,36474,37058,584,AVI
AA0110,44504,64154214,2,PS,991215,36834,36839,5,36839,36902,63.0,AGENT,36902,36930,28,VICKY
AA0110,44505,33854316,1,PS,991215,37170,37175,5,37175,37183,8.0,HANG,0,0,0,NO_SERVER
AA0110,44506,3651924,2,PS,991215,37640,37645,5,37645,37662,17.0,AGENT,37661,37815,154,BRUHI
AA0110,44508,32354888,1,PS,991215,38717,38723,6,38723,38886,163.0,AGENT,38885,38978,93,YITZ
AA0110,44511,23867294,1,PS,991215,40850,40855,5,40855,40942,87.0,AGENT,40941,41172,231,KAZAV
AA0110,44512,22207476,2,NE,991215,41406,41411,5,41411,41427,16.0,AGENT,41426,41496,70,VICKY
AA0110,44513,25620022,1,PS,991215,41905,41910,5,41910,42022,112.0,AGENT,42021,42097,76,BRUHI
AA0110,44516,57460131,2,PS,991215,44573,44578,5,44578,44661,83.0,AGENT,44660,45088,428,AVI
AA0110,44517,25493842,2,PS,991215,45462,45467,5,45467,45503,36.0,AGENT,45502,45604,102,KAZAV
AA0110,44518,40686347,1,PS,991215,45990,45996,6,45996,46099,103.0,HANG,0,0,0,NO_SERVER
AA0110,44704,0,0,NW,991220,36240,36250,10,36250,36297,47.0,HANG,0,0,0,NO_SERVER
AA0110,44705,5246863,1,PS,991220,36731,36736,5,36736,36884,148.0,AGENT,36883,36946,63,ZIPI
AA0110,44706,0,0,NW,991220,37501,37510,9,37510,37765,255.0,AGENT,37764,37859,95,VICKY
AA0110,44707,29474020,2,PS,991220,38111,38116,5,38116,38317,201.0,AGENT,38316,38398,82,BRUHI
AA0110,44708,675306,2,PS,991220,38848,38854,6,38854,38894,40.0,AGENT,38893,39063,170,STEREN
AA0110,44709,28474385,1,PS,991220,39370,39376,6,39376,39412,36.0,AGENT,39411,39595,184,BRUHI
AA0110,44711,52867744,2,PS,991220,40463,40468,5,40468,40517,49.0,AGENT,40515,40752,237,STEREN
AA0110,44712,54556444,1,PS,991220,41112,41118,6,41118,41132,14.0,AGENT,41131,41450,319,STEREN
AA0110,44714,28146769,2,PS,991220,42429,42434,5,42434,42462,28.0,AGENT,42462,42723,261,GOLDIE
AA0110,44719,0,0,NW,991220,45745,45755,10,45755,45864,109.0,AGENT,45863,46058,195,STEREN
AA0110,44770,0,0,NW,991221,36127,36136,9,36136,36192,56.0,HANG,0,0,0,NO_SERVER
AA0110,44771,1574243,2,NE,991221,36475,36481,6,36481,36502,21.0,HANG,0,0,0,NO_SERVER
AA0110,44772,24081523,2,PS,991221,36722,36728,6,36728,36830,102.0,HANG,0,0,0,NO_SERVER
AA0110,44773,63730469,1,PS,991221,37193,37198,5,37198,37207,9.0,HANG,0,0,0,NO_SERVER
AA0110,44774,24947061,2,PS,991221,37595,37601,6,37601,37801,200.0,AGENT,37800,37914,114,BRUHI
AA0110,44775,13854815,2,PS,991221,38317,38323,6,38323,38430,107.0,AGENT,38429,38697,268,MOTI
AA0110,44776,33345224,1,PS,991221,38842,38848,6,38848,39105,257.0,AGENT,39105,39273,168,BRUHI
AA0110,44777,306278797,1,PS,991221,39799,39805,6,39805,39998,193.0,AGENT,39997,40072,75,AVNI
AA0110,44779,37507621,2,PS,991221,40942,40948,6,40948,40978,30.0,AGENT,40977,41090,113,AVNI
AA0110,44780,55244644,2,PS,991221,41587,41593,6,41593,41638,45.0,AGENT,41637,41872,235,MOTI
AA0110,44781,15574221,2,PS,991221,42106,42112,6,42112,42210,98.0,AGENT,42208,42311,103,AVNI
AA0110,44782,58786211,1,PS,991221,42852,42858,6,42858,42949,91.0,AGENT,42947,43157,210,MOTI
AA0110,44783,51294858,2,PS,991221,43538,43543,5,43543,43608,65.0,AGENT,43607,43750,143,DORIT
AA0110,44784,3704988,2,PS,991221,44154,44160,6,44160,44280,120.0,AGENT,44279,44325,46,STEREN
AA0110,44785,56516800,2,PS,991221,45391,45397,6,45397,45401,4.0,AGENT,45400,45536,136,STEREN
AA0110,44902,51294858,2,PS,991223,36539,36545,6,36545,36737,192.0,AGENT,36736,36804,68,AVI
AA0110,44903,2018299,2,PS,991223,36922,36928,6,36928,36949,21.0,AGENT,36948,37107,159,KAZAV
AA0110,44904,67158097,2,PS,991223,37320,37325,5,37325,37417,92.0,AGENT,37416,37514,98,BRUHI
AA0110,44905,59056556,2,PS,991223,37645,37651,6,37651,37855,204.0,AGENT,37855,38078,223,VICKY
AA0110,44906,0,0,NW,991223,38177,38186,9,38186,38236,50.0,HANG,0,0,0,NO_SERVER
AA0110,44909,53360947,1,PS,991223,39844,39850,6,39850,39925,75.0,AGENT,39924,40019,95,ZIPI
AA0110,44912,0,0,NW,991223,41642,41652,10,41652,41663,11.0,HANG,0,0,0,NO_SERVER
AA0110,44913,57074585,2,PS,991223,42240,42246,6,42246,42275,29.0,AGENT,42274,42841,567,ZOHARI
AA0110,44914,57758849,1,PS,991223,42891,42897,6,42897,42905,8.0,AGENT,42904,42992,88,AVI
AA0110,44915,65607277,2,PS,991223,43582,43587,5,43587,43670,83.0,AGENT,43670,43843,173,BRUHI
AA0110,44916,13938840,2,PS,991223,44304,44310,6,44310,44343,33.0,AGENT,44342,44378,36,KAZAV
AA0110,45068,24410680,1,NE,991227,36236,36241,5,36241,36286,45.0,AGENT,36284,36324,40,KAZAV
AA0110,45069,52031556,2,PS,991227,36650,36656,6,36656,36722,66.0,AGENT,36720,36936,216,STEREN
AA0110,45070,59818930,2,PS,991227,37034,37039,5,37039,37058,19.0,AGENT,37057,37110,53,STEREN
AA0110,45071,30442495,2,PS,991227,37449,37454,5,37454,37464,10.0,AGENT,37464,37750,286,YITZ
AA0110,45072,52120771,1,NE,991227,38004,38010,6,38010,38043,33.0,AGENT,38043,38161,118,KAZAV
AA0110,45074,6845861,2,PS,991227,39397,39403,6,39403,39431,28.0,AGENT,39431,39714,283,STEREN
AA0110,45075,0,0,NW,991227,39922,39931,9,39931,39948,17.0,AGENT,39948,40082,134,YITZ
AA0110,45076,56184369,1,PS,991227,40551,40556,5,40556,40620,64.0,HANG,0,0,0,NO_SERVER
AA0110,45081,58029430,1,PS,991227,43809,43815,6,43815,43852,37.0,AGENT,43852,43906,54,YITZ
AA0110,45083,0,0,NW,991227,45095,45104,9,45104,45124,20.0,AGENT,45122,45216,94,VICKY
AA0110,45141,78191137,2,PS,991228,36932,36937,5,36937,36986,49.0,AGENT,36985,37350,365,KAZAV
AA0110,45144,58859752,2,PS,991228,38380,38386,6,38386,38408,22.0,AGENT,38408,38503,95,MOTI
AA0110,45146,48820351,2,NE,991228,39975,39981,6,39981,40087,106.0,AGENT,40085,40644,559,MOSHE
AA0110,45147,15247588,1,NE,991228,40745,40750,5,40750,40850,100.0,AGENT,40850,41362,512,MOSHE
AA0110,45148,28086924,1,PS,991228,41325,41331,6,41331,41381,50.0,AGENT,41381,41682,301,ZOHARI
AA0110,45149,12253423,2,PS,991228,41794,41799,5,41799,41800,1.0,HANG,0,0,0,NO_SERVER
AA0110,45150,306278797,1,PS,991228,42308,42313,5,42313,42425,112.0,AGENT,42424,42537,113,ZIPI
AA0110,45151,32270027,1,PS,991228,42852,42858,6,42858,43021,163.0,AGENT,43020,43214,194,ROTH
AA0110,45153,53911442,2,PS,991228,44673,44679,6,44679,44712,33.0,AGENT,44712,44814,102,BRUHI
AA0110,45154,54676242,2,PS,991228,45204,45210,6,45210,45241,31.0,HANG,0,0,0,NO_SERVER
AA0113,15394,32332397,2,PS,991202,36008,36013,5,36013,36051,38.0,HANG,0,0,0,NO_SERVER
AA0113,15395,54613724,2,NE,991202,36384,36390,6,36390,36503,113.0,AGENT,36502,36597,95,VICKY
AA0113,15396,24947061,2,PS,991202,37039,37045,6,37045,37329,284.0,AGENT,37328,37422,94,VICKY
AA0113,15397,29474020,2,PS,991202,37572,37578,6,37578,37697,119.0,AGENT,37696,37755,59,DORIT
AA0113,15398,26030262,2,PS,991202,37945,37951,6,37951,38110,159.0,AGENT,38109,38535,426,ROTH
AA0113,15400,1574243,2,NE,991202,38954,38960,6,38960,39691,731.0,AGENT,39690,40079,389,ELI
AA0113,15401,56168289,1,PS,991202,39944,39950,6,39950,40111,161.0,AGENT,40110,40165,55,DORIT
AA0113,15402,34169912,1,PS,991202,40322,40328,6,40328,40508,180.0,AGENT,40507,40545,38,MORIAH
AA0113,15403,8295875,2,PS,991202,40881,40887,6,40887,40899,12.0,HANG,0,0,0,NO_SERVER
AA0113,15404,79727962,2,PS,991202,41172,41179,7,41179,41257,78.0,AGENT,41256,41317,61,SHARON
AA0113,15405,22657407,1,PS,991202,41601,41607,6,41607,41662,55.0,AGENT,41660,41761,101,SHARON
AA0113,15407,64185333,2,PS,991202,42581,42586,5,42586,42674,88.0,AGENT,42674,42792,118,MORIAH
AA0113,15408,11180403,2,PS,991202,43083,43090,7,43090,43095,5.0,AGENT,43094,43168,74,AVNI
AA0113,15410,58706086,2,PS,991202,44723,44729,6,44729,44742,13.0,AGENT,44741,45185,444,DORIT
AA0113,15411,34791335,1,PS,991202,45468,45473,5,45473,45541,68.0,AGENT,45540,45614,74,MORIAH
AA0113,15577,50850429,2,PS,991206,36867,36873,6,36873,36939,66.0,AGENT,36939,37009,70,YITZ
AA0113,15578,563189,2,NE,991206,37351,37356,5,37356,37428,72.0,AGENT,37427,37485,58,STEREN
AA0113,15579,24268385,1,PS,991206,38057,38063,6,38063,38192,129.0,HANG,0,0,0,NO_SERVER
AA0113,15580,22263669,1,PS,991206,38647,38653,6,38653,38657,4.0,HANG,0,0,0,NO_SERVER
AA0113,15582,22874192,2,PS,991206,40160,40166,6,40166,40175,9.0,AGENT,40174,40262,88,KAZAV
AA0113,15583,5246863,1,PS,991206,40790,40796,6,40796,40967,171.0,AGENT,40967,41367,400,ROTH
AA0113,15584,52195260,2,PS,991206,41395,41401,6,41401,41438,37.0,AGENT,41437,42034,597,VICKY
AA0113,15585,22758403,1,PS,991206,41826,41832,6,41832,41842,10.0,HANG,0,0,0,NO_SERVER
